,no,case_number,type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,image
701,780,2020-105951(1),아파트,서울특별시,노원구,상계동,1318,101동,6.0,604,,서울특별시 노원구 상계동 1318 노원아이파크 제101동 제6층 제604호,2021-05-31,80,배당종결,1,703,562,783,111,17,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/105951/288346.jpg
702,781,2020-106305(1),아파트,서울특별시,성북구,석관동,110-2,1동,2.0,201,중앙하이츠아파트,서울특별시 성북구 석관동 110-2외 2필지 중앙하이츠아파트 제1동 제2층 제201호,2021-05-31,80,배당종결,1,269,215,281,104,15,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/106305/288585.jpg
703,782,2020-107230(1),아파트,서울특별시,강북구,미아동,1354,106동,1.0,101,벽산라이브파크아파트,서울특별시 강북구 미아동 1354외 2필지 벽산라이브파크아파트 제106동 제1층 제101호,2021-05-31,100,배당종결,0,567,567,625,110,3,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/107230/351723.jpg
704,783,2020-108356(1),아파트,서울특별시,성북구,하월곡동,226,108동,8.0,804,,서울특별시 성북구 하월곡동 226 월곡래미안루나밸리 제108동 제8층 제804호,2021-05-31,100,배당종결,0,890,890,998,112,4,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/108356/31317_AUTO_922.jpg
705,784,2020-109472(1),아파트,서울특별시,중랑구,면목동,1502,104동,1.0,105,면목현대아파트,서울특별시 중랑구 면목동 1502 면목현대아파트 제104동 제1층 제105호,2021-05-31,100,배당종결,0,549,549,592,108,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/109472/350802.jpg
706,785,2020-103024(1),아파트,서울특별시,서초구,서초동,1427-7,,6.0,502,,"서울특별시 서초구 서초동 1427-7 한승미메이드 제가동 제5,6층 제502호",2021-05-26,100,배당종결,0,920,920,1,134,11,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/103024/79573.jpg
707,786,2020-5501(1),아파트,서울특별시,중랑구,면목동,1510,201동,17.0,1704,면목두산아파트,서울특별시 중랑구 면목동 1510 면목두산아파트 제201동 제17층 제1704호,2021-05-24,100,배당종결,0,769,769,889,116,5,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5501/185067.jpg
708,787,2020-1838(1),아파트,서울특별시,관악구,봉천동,464-41,,2.0,201,,서울특별시 관악구 봉천동 464-41외 1필지 은선파인빌 제2층 제201호,2021-05-18,100,배당종결,0,615,615,651,106,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/1838/53671.jpg
709,788,2019-5963(1),아파트,서울특별시,동대문구,용두동,794,102동,8.0,804,,서울특별시 동대문구 용두동 794 용두롯데캐슬리치 제102동 제8층 제804호,2021-05-17,100,배당종결,0,745,745,961,129,13,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2019/5963/142946.jpg
710,789,2020-4690(1),아파트,서울특별시,성북구,안암동,1,112동,8.0,801,,서울특별시 성북구 안암동1가 361 래미안안암 제112동 제8층 제801호,2021-05-17,100,배당종결,0,860,860,974,113,4,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/4690/146320.jpg
711,790,2020-105456(1),아파트,서울특별시,성북구,하월곡동,228,108동,2.0,202,,서울특별시 성북구 하월곡동 228 꿈의숲 푸르지오 제108동 제2층 제202호,2021-05-17,100,배당종결,0,595,595,735,124,8,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/105456/29842_AUTO_959.jpg
712,791,2020-106145(1),아파트,서울특별시,중랑구,108동,3,,,303,한양수자인사가정파크,"서울특별시 중랑구 사가정로72길 26, 108동 3층303호 (면목동,한양수자인사가정파크)",2021-05-17,100,배당종결,0,143,143,157,110,4,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/106145/157206.jpg
713,792,2020-107049(1),아파트,서울특별시,중랑구,신내동,479,3동,15.0,1502,중앙하이츠아파트,서울특별시 중랑구 신내동 479외 1필지 중앙하이츠아파트 제3동 제15층 제1502호,2021-05-17,100,배당종결,0,569,569,606,107,5,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/107049/149139.jpg
714,793,2020-107407(1),아파트,서울특별시,노원구,상계동,135,4동,4.0,402,한신아파트,서울특별시 노원구 상계동 135 한신아파트 제4동 제4층 제402호,2021-05-17,100,배당종결,0,261,261,415,159,12,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/107407/148916.jpg
715,794,2020-108035(1),아파트,서울특별시,노원구,하계동,274,708동,4.0,409,청솔아파트,서울특별시 노원구 하계동 274 청솔아파트 제708동 제4층 제409호,2021-05-17,100,배당종결,0,510,510,564,111,1,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/108035/148635.jpg
716,795,2020-6143(1),아파트,서울특별시,구로구,구로동,1263,110동,14.0,1402,롯데구로아파트,서울특별시 구로구 구로동 1263외 1필지 롯데구로아파트 제110동 제14층 제1402호 ,2021-05-13,100,배당종결,0,940,940,1,126,7,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6143/54446.jpg
717,796,2020-1642(1),아파트,서울특별시,용산구,동자동,45,,32.0,3201,,서울특별시 용산구 동자동 45외 1필지 센트레빌아스테리움서울 제비동 제32층 제3201호,2021-05-11,80,배당종결,1,375,300,1,126,7,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/1642/84473.jpg
718,797,2020-103192(1),아파트,서울특별시,관악구,봉천동,1698-1,107동,9.0,905,보라매삼성아파트,서울특별시 관악구 봉천동 1698-1외 5필지 보라매삼성아파트 제107동 제9층 제905호,2021-05-11,100,배당종결,0,747,747,800,107,2,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/103192/35731_AUTO_287.jpg
719,798,2019-6504(1),아파트,서울특별시,서대문구,홍제동,283-36,101동,12.0,1201,,서울특별시 서대문구 홍제동 283-36외 2필지 마체스터 아파트 제101동 제12층 제1201호,2021-05-11,100,배당종결,0,568,568,753,133,10,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2019/6504/25259.jpg
720,799,2020-53900(1),아파트,서울특별시,강동구,122동,9,,,903,고덕그라시움,"서울특별시 강동구 고덕로 333, 122동 9층903호 (고덕동,고덕그라시움)",2021-05-10,80,배당종결,1,1,1,1,106,15,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/53900/15561.jpg
721,800,2020-54316(1),아파트,서울특별시,송파구,마천동,181,101동,10.0,1004,상가)현대그린빌(아파트,서울특별시 송파구 마천동 181외 2필지 아울렛코리아라이프(상가)현대그린빌(아파트) 제101동 제10층 제1004호,2021-05-10,100,배당종결,0,390,390,471,121,3,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/54316/66712.jpg
722,801,2017-10702(1),아파트,서울특별시,강남구,청담동,59-16,,4.0,401,,서울특별시 강남구 청담동 59-16외 2필지 연세빌라 제4층 제401호,2021-05-06,80,배당종결,1,1,1,2,113,14,http://img1.speedauction.co.kr/new_gamimg/2020/A01/2017/10702/07525_AUTO_110.jpg
723,802,2020-104737(1),아파트,서울특별시,관악구,남현동,1066-13,,7.0,702,관악산센텀아파트,서울특별시 관악구 남현동 1066-13외 1필지 관악산센텀아파트 제7층 제702호,2021-05-06,100,배당종결,0,602,602,618,103,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104737/17356.jpg
724,803,2020-54606(1),아파트,서울특별시,송파구,방이동,89,248동,6.0,601,올림픽선수기자촌아파트,서울특별시 송파구 방이동 89외 2필지 올림픽선수기자촌아파트 제248동 제6층 제601호,2021-05-03,100,배당종결,0,2,2,2,106,2,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/54606/18696_AUTO_140.jpg
725,804,2020-4097(1),아파트,서울특별시,동작구,대방동,500,103동,13.0,1305,성원아파트,서울특별시 동작구 대방동 500 성원아파트 제103동 제13층 제1305호,2021-04-27,80,배당종결,1,503,402,635,126,5,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/4097/53768.jpg
726,805,2020-108210(1),아파트,서울특별시,서초구,방배동,1008-2,104동,18.0,1803,,서울특별시 서초구 방배동 1008-2 래미안방배아트힐 제104동 제18층 제1803호,2021-04-27,100,배당종결,0,600,600,637,106,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/108210/404407.jpg
727,806,2020-2607(1),아파트,서울특별시,은평구,대조동,6-19,,3.0,301,미래하임아파트,서울특별시 은평구 대조동 6-19 미래하임아파트 제3층 제301호,2021-04-27,80,배당종결,1,241,192,192,80,2,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/2607/44714.jpg
728,807,2020-50552(1),아파트,서울특별시,용산구,이촌동,193-5,1동,,1,강서아파트,서울특별시 용산구 이촌동 193-5 강서아파트 제1동호 내제지하층나동1호,2021-04-27,100,배당종결,0,120,120,150,125,3,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2020/50552/17486.jpg
729,808,2020-4505(1),아파트,서울특별시,강서구,방화동,852,1203동,12.0,1201,방화12단지도시개발공사아파트,서울특별시 강서구 방화동 852 방화12단지도시개발공사아파트 제1203동 제12층 제1201호,2021-04-27,100,배당종결,0,461,461,588,128,6,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/4505/439024.jpg
730,809,2020-5447(1),아파트,서울특별시,영등포구,양평동,3,103동,14.0,1402,거성파스텔아파트,서울특별시 영등포구 양평동3가 90-1 거성파스텔아파트 제103동 제14층 제1402호,2021-04-27,100,배당종결,0,950,950,1,109,5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/5447/439655.jpg
731,810,2020-54385(1),아파트,서울특별시,송파구,방이동,89,110동,15.0,1502,올림픽선수기자촌아파트,서울특별시 송파구 방이동 89외 2필지 올림픽선수기자촌아파트 제110동 제15층 제1502호,2021-04-26,80,배당종결,2,901,720,828,92,5,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/54385/200902.jpg
732,811,2020-3288(1),아파트,서울특별시,성동구,성수동,2,,12.0,1203,,서울특별시 성동구 성수동2가 846 이-아름다운세상 제12층 제1203호,2021-04-26,100,매각,0,699,699,789,113,3,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/3288/51859_AUTO_95.jpg
733,812,2020-52754(1),아파트,서울특별시,성동구,금호동,1,101동,4.0,404,벽산아파트,서울특별시 성동구 금호동1가 633 벽산아파트 제101동 제4층 제404호,2021-04-26,100,배당종결,0,869,869,1,136,3,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/52754/379107.jpg
734,813,2020-54712(1),아파트,서울특별시,송파구,오금동,9-7,,6.0,602,,서울특별시 송파구 오금동 9-7외 1필지 노블하우스 제6층 제602호,2021-04-26,100,배당종결,0,442,442,539,122,9,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/54712/266086.jpg
735,814,2020-1950(1),아파트,서울특별시,도봉구,방학동,734,110동,15.0,1505,청구아파트,서울특별시 도봉구 방학동 734외 4필지 청구아파트 제110동 제15층 제1505호,2021-04-26,100,배당종결,0,386,386,563,146,15,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/1950/40425_AUTO_57.jpg
736,815,2020-4256(1),아파트,서울특별시,도봉구,쌍문동,59-5,602동,15.0,1503,쌍문6차한양아파트,서울특별시 도봉구 쌍문동 59-5외 1필지 쌍문6차한양아파트 제602동 제15층 제1503호,2021-04-26,100,배당종결,0,426,426,577,136,13,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/4256/297403.jpg
737,816,2020-5310(1),아파트,서울특별시,강북구,미아동,1369,105동,12.0,1202,,서울특별시 강북구 미아동 1369 꿈의숲해링턴플레이스 제105동 제12층 제1202호,2021-04-26,100,배당종결,0,1,1,1,105,3,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5310/297102.jpg
738,817,2020-107803(1),아파트,서울특별시,중랑구,망우동,583,103동,11.0,1101,중랑숲리가아파트,서울특별시 중랑구 망우동 583 중랑숲리가아파트 제103동 제11층 제1101호,2021-04-26,100,배당종결,0,625,625,711,114,4,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/107803/298770.jpg
739,818,2020-6792(1),아파트,서울특별시,구로구,구로동,792-103,,1.0,101,,서울특별시 구로구 구로동 792-103 제1층 제101호,2021-04-21,100,배당종결,0,107,107,168,157,4,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6792/40138_AUTO_247.jpg
740,819,2020-105736(1),아파트,서울특별시,양천구,신정동,1278,104동,22.0,2201,목동삼성아파트,서울특별시 양천구 신정동 1278 목동삼성아파트 제104동 제22층 제2201호,2021-04-21,100,배당종결,0,1,1,1,113,3,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/105736/70142.jpg
741,820,2020-52015(1),아파트,서울특별시,서대문구,대현동,101-7,,16.0,1605,,서울특별시 서대문구 대현동 101-7외 8필지 제16층 제1605호,2021-04-20,100,배당종결,0,472,472,611,129,7,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52015/47625.jpg
742,821,2020-1015(1),아파트,서울특별시,광진구,자양동,813,101동,11.0,1102,,서울특별시 광진구 자양동 813 광진하우스토리한강 제101동 제11층 제1102호,2021-04-19,100,배당종결,0,1,1,1,132,16,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1015/93536.jpg
743,822,2020-1756(1),아파트,서울특별시,송파구,장지동,849,308동,3.0,301,,서울특별시 송파구 장지동 849 송파파인타운3단지 제308동 제3층 제301호,2021-04-19,100,배당종결,0,1,1,1,126,7,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1756/198678.jpg
744,823,2020-53214(1),아파트,서울특별시,강동구,암사동,501-4,,6.0,603,,서울특별시 강동구 암사동 501-4 암사동양덱스빌 제6층 제603호,2021-04-19,100,배당종결,0,592,592,610,103,2,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/53214/197829.jpg
745,824,2020-5228(1),아파트,서울특별시,도봉구,도봉동,30-1,117동,3.0,303,도봉한신아파트,서울특별시 도봉구 도봉동 30-1 도봉한신아파트 제117동 제3층 제303호,2021-04-19,100,배당종결,0,534,534,601,113,10,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/5228/213839.jpg
746,825,2020-2732(1),아파트,서울특별시,동작구,신대방동,565,10동,3.0,302,통칭:신대방우성1차아파트,서울특별시 동작구 신대방동 565외 1필지 우성아파트(통칭:신대방우성1차아파트) 제10동 제3층 제302호,2021-04-13,100,배당종결,0,626,626,632,101,1,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/2732/38193.jpg
747,826,2020-105419(1),아파트,서울특별시,강남구,도곡동,970,104동,5.0,503,,서울특별시 강남구 도곡동 970외 1필지 도곡3차아이파크 제104동 제5층 제503호,2021-04-13,80,배당종결,1,2,2,2,89,6,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/105419/05930_AUTO_580.jpg
748,827,2020-3141(1),아파트,서울특별시,광진구,자양동,783-1,701동,6.0,613,자양7차우성아파트,서울특별시 광진구 자양동 783-1외 1필지 자양7차우성아파트 제701동 제6층 제613호,2021-04-12,100,배당종결,0,944,944,1,112,2,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/3141/50467.jpg
749,828,2020-4287(1),아파트,서울특별시,성북구,길음동,1282,508동,14.0,1402,,서울특별시 성북구 길음동 1282 길음뉴타운 제508동 제14층 제1402호,2021-04-12,100,배당종결,0,800,800,823,103,5,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/4287/45060.jpg
750,829,2020-100291(1),아파트,서울특별시,동대문구,장안동,365-4,,6.0,601,,서울특별시 동대문구 장안동 365-4외 2필지 서희스타힐스 제6층 제601호,2021-04-12,80,배당종결,1,460,368,435,95,3,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/100291/266714.jpg
751,830,2020-105234(1),아파트,서울특별시,노원구,상계동,766-1,101동,15.0,1511,미도아파트,서울특별시 노원구 상계동 766-1 미도아파트 제101동 제15층 제1511호,2021-04-12,100,배당종결,0,697,697,755,108,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/105234/44379.jpg
752,831,2020-105449(1),아파트,서울특별시,성북구,동선동,1,,7.0,704,,서울특별시 성북구 동선동1가 121-6 코아루센타시아 제7층 제101-704호,2021-04-12,100,배당종결,0,582,582,704,121,8,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/105449/44199.jpg
753,832,2020-2763(1),아파트,서울특별시,강남구,대치동,962-20,,1.0,102,대치주성아파트,서울특별시 강남구 대치동 962-20 대치주성아파트 제1층 제102호,2021-04-07,100,배당종결,0,1,1,1,120,2,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/2763/18232.jpg
754,833,2020-104911(1),아파트,서울특별시,중구,신당동,844,19동,2.0,203,남산타운아파트,서울특별시 중구 신당동 844외 1필지 남산타운아파트 제19동 제2층 제203호,2021-04-07,100,배당종결,0,1,1,1,109,2,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/104911/54282_02.png
755,834,2020-5898(1),아파트,서울특별시,구로구,구로동,1280,104동,17.0,1701,한신휴플러스아파트,서울특별시 구로구 구로동 1280 한신휴플러스아파트 제104동 제17층 제1701호,2021-04-07,100,배당종결,0,668,668,732,110,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/5898/48446_AUTO_508.jpg
756,835,2019-5844(1),아파트,서울특별시,성동구,옥수동,428,4동,1.0,103,옥수동극동아파트,서울특별시 성동구 옥수동 428 옥수동극동아파트 제4동 제1층 제103호,2021-04-05,100,배당종결,0,1,1,1,130,14,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2019/5844/39924_AUTO_200.jpg
757,836,2020-2179(1),아파트,서울특별시,송파구,가락동,95-1,106동,15.0,1501,가락금호아파트,서울특별시 송파구 가락동 95-1외 1필지 가락금호아파트 제106동 제15층 제1501호,2021-04-05,100,배당종결,0,1,1,1,115,6,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2179/15725.jpg
758,837,2020-2780(2),아파트,서울특별시,송파구,문정동,645-2,,4.0,403,,서울특별시 송파구 문정동 645-2 에이치비지니스파크 제지4층 제씨-비403호,2021-04-05,100,배당종결,0,156,156,187,120,4,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/2780/15679.jpg
759,838,2019-107286(1),아파트,서울특별시,강서구,염창동,309,101동,12.0,1208,,서울특별시 강서구 염창동 309 이편한세상염창 제101동 제12층 제1208호,2021-04-05,100,배당종결,0,752,752,911,121,2,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/107286/15618_AUTO_33.jpg
760,839,2019-107286(2),아파트,서울특별시,강서구,염창동,309,105동,16.0,1602,,서울특별시 강서구 염창동 309 이편한세상염창 제105동 제16층 제1602호,2021-04-05,100,배당종결,0,1,1,1,124,11,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/107286/15618_AUTO_33.jpg
761,840,2020-6365(1),아파트,서울특별시,강서구,등촌동,701,107동,3.0,302,등촌진로아파트,서울특별시 강서구 등촌동 701 등촌진로아파트 제107동 제3층 제302호,2021-04-05,100,매각,0,765,765,808,106,3,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/6365/18194.jpg
762,841,2020-7320(1),아파트,서울특별시,양천구,목동,902,220동,14.0,1401,목동신시가지아파트,서울특별시 양천구 목동 902 목동신시가지아파트 제220동 제14층 제1401호,2021-04-05,100,배당종결,0,1,1,1,106,2,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7320/18155.jpg
763,842,2020-101420(1),아파트,서울특별시,양천구,신월동,1055,101동,7.0,701,,서울특별시 양천구 신월동 1055 신정뉴타운두산위브 제101동 제7층 제701호,2021-04-05,100,배당종결,0,619,619,780,126,6,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/101420/150529.jpg
764,843,2019-110552(1),아파트,서울특별시,서초구,서초동,1671-5,,6.0,622,,서울특별시 서초구 서초동 1671-5 서초리시온 제6층 제622호,2021-04-01,100,배당종결,0,446,446,503,113,2,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2019/110552/90325.jpg
765,844,2020-2356(1),아파트,서울특별시,강서구,화곡동,894-1,,8.0,802,산내들아파트,서울특별시 강서구 화곡동 894-1외 1필지 산내들아파트 제8층 제802호,2021-03-31,41,배당종결,4,186,76,85,46,1,http://img1.speedauction.co.kr/new_gamimg/2020/A04/2020/2356/171049.jpg
766,845,2017-53322(1),아파트,서울특별시,마포구,서교동,485-17,,1.0,102,서교카라아파트,서울특별시 마포구 서교동 485-17외 2필지 서교카라아파트 제1층 제102호,2021-03-30,2,배당종결,3,176,90,103,59,1,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2017/53322/05275_AUTO_577.jpg
767,846,2017-53322(2),아파트,서울특별시,마포구,서교동,485-17,,1.0,103,,서울특별시 마포구 서교동 485-17외 2필지 제1층 제103호,2021-03-30,2,배당종결,3,176,90,103,59,1,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2017/53322/05275_AUTO_577.jpg
768,847,2020-52176(1),아파트,서울특별시,마포구,중동,390,104동,8.0,801,디엠씨마포청구아파트,서울특별시 마포구 중동 390외 1필지 디엠씨마포청구아파트 제104동 제8층 제801호,2021-03-30,100,배당종결,0,385,385,467,122,7,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52176/86385.jpg
769,848,2020-54080(1),아파트,서울특별시,마포구,창전동,438,103동,6.0,701,신촌금호아파트,서울특별시 마포구 창전동 438 신촌금호아파트 제103동 제6층 제701호,2021-03-30,100,배당종결,0,905,905,963,107,3,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/54080/84091.jpg
770,849,2020-53337(1),아파트,서울특별시,송파구,방이동,212-8,103동,3.0,307,코오롱아파트,서울특별시 송파구 방이동 212-8외 1필지 코오롱아파트 제103동 제3층 제307호,2021-03-29,100,배당종결,0,1,1,1,138,15,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/53337/268299.jpg
771,850,2019-109169(3),아파트,서울특별시,강서구,방화동,841,102동,1.0,105,장미아파트,서울특별시 강서구 방화동 841 장미아파트 제102동 제1층 제105호,2021-03-24,100,배당종결,0,344,344,467,136,5,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/109169/27016_AUTO_11.jpg
772,851,2019-109169(6),아파트,서울특별시,강서구,등촌동,702,1005동,1.0,102,등촌10단지주공아파트,서울특별시 강서구 등촌동 702 등촌10단지주공아파트 제1005동 제1층 제102호,2021-03-24,100,배당종결,0,578,578,735,127,4,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2019/109169/33139_AUTO_19.jpg
773,852,2020-105965(1),아파트,서울특별시,영등포구,여의도동,21-2,,9.0,909,공작아파트,서울특별시 영등포구 여의도동 21-2 공작아파트 제에이동 제9층 제909호,2021-03-24,100,배당종결,0,350,350,350,100,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/105965/61969.jpg
774,853,2020-106498(1),아파트,서울특별시,동작구,상도동,533,208동,14.0,1401,,서울특별시 동작구 상도동 533 힐스테이트상도프레스티지 제208동 제14층 제1401호,2021-03-23,100,배당종결,0,1,1,1,110,6,http://img1.speedauction.co.kr/new_gamimg/2021/A01/2020/106498/59227_AUTO_711.jpg
775,854,2020-2799(1),아파트,서울특별시,서대문구,연희동,105-4,,2.0,203,은하아파트,서울특별시 서대문구 연희동 105-4 은하아파트 제2층 제203호,2021-03-23,100,배당종결,0,215,215,235,110,1,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/2799/44549.jpg
776,855,2020-54530(1),아파트,서울특별시,은평구,수색동,416-1,106동,11.0,1103,,서울특별시 은평구 수색동 416-1 수색진흥엣세벨 제106동 제11층 제1103호,2021-03-23,100,배당종결,0,599,599,648,108,2,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/54530/43348.jpg
777,856,2019-8252(1),아파트,서울특별시,노원구,상계동,1128,101동,2.0,201,극동늘푸른아파트,서울특별시 노원구 상계동 1128 극동늘푸른아파트 제101동 제2층 제201호,2021-03-22,100,배당종결,0,472,472,665,141,12,http://img1.speedauction.co.kr/new_gamimg/2020/A05/2019/8252/29941.jpg
778,857,2020-3093(1),아파트,서울특별시,노원구,공릉동,715,302동,1.0,105,공릉3단지아파트,서울특별시 노원구 공릉동 715 공릉3단지아파트 제302동 제1층 제105호,2021-03-22,100,배당종결,0,322,322,478,149,13,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/3093/182366.jpg
779,858,2020-104088(1),아파트,서울특별시,성북구,정릉동,1028,108동,7.0,702,,서울특별시 성북구 정릉동 1028 정릉이편한세상 제108동 제7층 제702호,2021-03-22,100,배당종결,0,351,351,361,103,2,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/104088/183387.jpg
780,859,2020-106534(1),아파트,서울특별시,성북구,삼선동,3,,2.0,202,제일아파트,서울특별시 성북구 삼선동3가 23 제일아파트 제2층 제202호,2021-03-22,100,배당종결,0,148,148,148,100,1,http://img1.speedauction.co.kr/new_gamimg/2021/A05/2020/106534/183108.jpg
781,860,2020-7207(1),아파트,서울특별시,금천구,시흥동,5-13,106동,19.0,1902,삼익아파트,서울특별시 금천구 시흥동 5-13외 1필지 삼익아파트 제106동 제19층 제1902호,2021-03-17,100,배당종결,0,560,560,560,100,1,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/7207/61654.jpg
782,861,2020-110714(1),아파트,서울특별시,구로구,구로동,1265,108동,2.0,202,구로두산아파트,서울특별시 구로구 구로동 1265외 3필지 구로두산아파트 제108동 제2층 제202호,2021-03-17,100,배당종결,0,448,448,486,109,4,http://img1.speedauction.co.kr/new_gamimg/2021/A04/2020/110714/33977_AUTO_289.jpg
783,862,2020-52749(1),아파트,서울특별시,서대문구,홍제동,131-2,,3.0,302,,서울특별시 서대문구 홍제동 131-2 제니스 제3층 제302호,2021-03-16,100,배당종결,0,488,488,527,108,2,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/52749/29089.jpg
784,863,2020-53049(1),아파트,서울특별시,은평구,대조동,4-8,,5.0,502,,서울특별시 은평구 대조동 4-8외 1필지 대조리치빌3 제5층 제502호,2021-03-16,64,배당종결,2,212,135,181,86,1,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2020/53049/102018.jpg
785,864,2020-53094(1),아파트,서울특별시,용산구,제104동,11,,,1104,,서울특별시 용산구 한강로3가 91 한강로우림필유아파트 제104동 제11층 제1104호,2021-03-16,100,배당종결,0,1,1,1,111,6,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/53094/28591.jpg
786,865,2020-53674(1),아파트,서울특별시,서대문구,홍은동,456,102동,10.0,1002,두산아파트,서울특별시 서대문구 홍은동 456 두산아파트 제102동 제10층 제1002호,2021-03-16,100,배당종결,0,543,543,682,126,13,http://img1.speedauction.co.kr/new_gamimg/2021/A03/2020/53674/28160.jpg
787,866,2019-55696(1),아파트,서울특별시,성동구,옥수동,100,101동,2.0,202,옥수하이츠아파트,서울특별시 성동구 옥수동 100외 1필지 옥수하이츠아파트 제101동 제2층 제202호,2021-03-15,100,배당종결,0,1,1,1,121,11,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2019/55696/37530_AUTO_700.jpg
788,867,2020-1602(1),아파트,서울특별시,강동구,암사동,672,,3.0,306,,서울특별시 강동구 암사동 672 효정하나플러스 제3층 제306호,2021-03-15,100,배당종결,0,487,487,600,123,7,http://img1.speedauction.co.kr/new_gamimg/2021/A02/2020/1602/93475.jpg
