cnt,title,description,org_link,link,pDate
874,"중흥건설그룹 중흥토건, 부산에서 ‘중흥S-클래스 에코델타시티’ 9월 분양 예...",일자리가 많은 곳은 주택 수요가 증가해 <b>부동산</b> 가치를 높일 가능성이 높기 때문에 혜택이 기대된다. ‘중흥S-클래스’만의 특화설계도 눈에 띈다. ‘중흥S-클래스 에코델타시티’는 4Bay 설계(일부 제외)를 통해 채광과... ,https://www.socialvalue.kr/news/view/1065578737933322,https://www.socialvalue.kr/news/view/1065578737933322,2023-08-22 11:20:00
875,외국인 국내 <b>부동산</b> 매입 깐깐해진다,앞으로 우리나라에 주소나 거주지를 두지 않은 외국인이 <b>부동산</b>을 거래할 때는 위탁관리인지정 및 신고가 의무화된다. 국토부는 22일  &apos;<b>부동산</b> 거래신고 등에 관한 법률&apos; 시행령·시행규칙 개정안을 공포·시행된다고... ,http://www.newsian.co.kr/news/articleView.html?idxno=63080,http://www.newsian.co.kr/news/articleView.html?idxno=63080,2023-08-22 11:20:00
876,"피치, 스웨덴 <b>부동산</b>대기업 SBB ‘투지등급’으로 5단계 강등",심각한 재무 문제를 겪으면서 스웨덴 상업용 <b>부동산</b> 시장 위기를 증폭시키고 있는 <b>부동산</b> 대기업 SBB에 대해 국제신용평가사 피치가 신용등급을 투기등급인 -B등급으로 5단계나 하향 조정했다. 21일(현지시간)... ,http://news.heraldcorp.com/view.php?ud=20230822000352,http://news.heraldcorp.com/view.php?ud=20230822000352,2023-08-22 11:18:00
877,"검찰, 500억대 횡령 혐의 BNK경남은행 직원 체포",이씨는 지난 2007년부터 올해 4월까지 <b>부동산</b> 프로젝트 파이낸싱(PF) 업무를 담당하며 500억원대 자금을 횡령·유용한 혐의를 받는다. 검찰은 예금보험공사의 수사 의뢰와 경남은행의 고소로 수사에 착수했으며... ,https://www.newsway.co.kr/news/view?ud=2023082211132110051,https://www.newsway.co.kr/news/view?ud=2023082211132110051,2023-08-22 11:18:00
878,"KB국민은행, 유니세프한국위원회와 &apos;기부문화 확산&apos; 업무협약",KB위대한유산 기부신탁은 기부자가 금전·<b>부동산</b> 등 재산을 은행에 신탁하는 상품이다. 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교·병원·구호단체 등 기부처에 그 재산을 기부할 수 있다.... ,http://www.bizwnews.com/news/articleView.html?idxno=64249,http://www.bizwnews.com/news/articleView.html?idxno=64249,2023-08-22 11:18:00
879,"급매 사라지자 호가 오르고, 매물 쌓여…집값 상승세 주춤하나",22일 <b>부동산</b> 플랫폼업체 직방에 따르면 올해 들어 서울 아파트 매매거래에서 상승 거래가 차지하는... 한국<b>부동산</b>원에 따르면 올해 1분기 서울 아파트 매매가격은 -3.58% 하락했지만 2분기에는 -0.21% 변동률로 낙폭이... ,http://www.newsis.com/view/?id=NISX20230822_0002421323&cID=10405&pID=10400,http://www.newsis.com/view/?id=NISX20230822_0002421323&cID=10405&pID=10400,2023-08-22 11:17:00
880,中 <b>부동산</b>발 위기론 확산…속 타는 석유화학사,여수고무2공장.(사진=금호석유화학)  중국 <b>부동산</b>발 위기론이 커지면서 석유화학 업계의 어려움이 가중될 것으로 보인다. 중국의 대형 <b>부동산</b> 개발업체 비구이위안(컨트리가든)이 촉발한 채무불이행(디폴트) 위기가... ,https://www.pinpointnews.co.kr/news/articleView.html?idxno=213265,https://www.pinpointnews.co.kr/news/articleView.html?idxno=213265,2023-08-22 11:16:00
881,"국민은행, 유니세프와 기부신탁 업무협약","‘KB위대한유산 기부신탁’은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 재산을 기부할 수 있는 상품이다. 국민은행은 최적의 기부신탁 설계를 위해 은행... ",http://news.heraldcorp.com/view.php?ud=20230822000348,http://news.heraldcorp.com/view.php?ud=20230822000348,2023-08-22 11:16:00
882,"검찰, ‘500억원대 횡령’ BNK경남은행 중간 간부급 직원 체포",BNK경남은행에서 발생한 500억원대 <b>부동산</b> 프로젝트파이낸싱(PF) 대출 횡령 사건을 수사하는 검찰이... 뉴스1 이씨는 2007년부터 올해 4월까지 약 15년간 <b>부동산</b> PF 업무를 담당하며 총 562억원을 횡령·유용한 혐의를... ,http://www.segye.com/content/html/2023/08/22/20230822506554.html?OutUrl=naver,http://www.segye.com/content/html/2023/08/22/20230822506554.html?OutUrl=naver,2023-08-22 11:16:00
883,한국은행 “8월 소비자 경기 인식 반년 만에 하락”,다만 <b>부동산</b> 경기 회복 심리가 강해지면서 주택가격 전망지수는 5p 상승했다. 시중금리 상승 영향으로 금리전망 지수도 6p 올랐다. 22일 한국은행이 발표한 ‘소비자동향조사’ 결과에 따르면 8월 소비자심리지수(CCSI)... ,http://www.skyedaily.com/news/news_view.html?ID=203130,http://www.skyedaily.com/news/news_view.html?ID=203130,2023-08-22 11:16:00
884,"태영건설, 건설업 불확실성 속 실적 개선..PF 배제 도시·환경 정비사업에 집...",이뤄내며 <b>부동산</b> PF를 배제한 사업 수주를 추진 중이다.22일 금융감독원 전자공시시스템에 따르면... 건설업계의 불확실성이 커진 상황에서 수익을 낸 태영건설은 향후 <b>부동산</b> PF를 배제한 사업을 중심으로 수주를... ,http://kpenews.com/View.aspx?No=2918018,http://kpenews.com/View.aspx?No=2918018,2023-08-22 11:16:00
885,&quot;PF위기發 건설사 부도 심각…우량매물 쏟아질 하반기 부실채권 투자 기회&quot;,"<b>부동산</b> 담보의 상품성은 좋지만, 채무자의 상환 능력이 없어 시장에 나온 물건이 많지요. 좋은 물건을... 이사) <b>부동산</b> PF(프로젝트 파이낸싱)·개발 금융 전문가인 신 이사는 그간 금리 인상, 원자재 가격 상승으로 인한... ",https://realty.chosun.com/site/data/html_dir/2023/08/22/2023082201245.html,https://realty.chosun.com/site/data/html_dir/2023/08/22/2023082201245.html,2023-08-22 11:16:00
886,서울시 오피스 거래 1년 만 하락세 벗어나나,"<b>부동산</b>플래닛이 국토교통부 실거래가 자료(8월 1일 다운로드 기준)를 기반으로 지난 2분기 서울시... <b>부동산</b>플래닛이 2분기 업무시설을 대상으로 전화, 방문조사 및 <b>부동산</b>관리회사의 임대 안내문 등을 통해... ",http://www.kidd.co.kr/news/233790,http://www.kidd.co.kr/news/233790,2023-08-22 11:16:00
887,"KB국민은행, 유니세프한국위원회와 기부문화 확산 위한 &apos;기부신탁 업무협약&apos; ...","&apos;KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ",https://www.gokorea.kr/news/articleView.html?idxno=744061,https://www.gokorea.kr/news/articleView.html?idxno=744061,2023-08-22 11:16:00
888,"서울연구원, 23일 &apos;서울도시기본계획 모니터링 성과와 방향&apos; 정책포럼",이재수 강원대 <b>부동산</b>학과 교수는 미국 뉴욕과 영국 런던 등 해외 대도시권의 기본계획 모니터링 사례와 시사점을 소개합니다. 구자훈 한양대 도시대학원 교수가 좌장을 맡는 자유토론에는 정성국 서울시 도시계획과장과... ,http://tbs.seoul.kr/news/newsView.do?typ_800=7&idx_800=3504544&seq_800=20497223,http://tbs.seoul.kr/news/newsView.do?typ_800=7&idx_800=3504544&seq_800=20497223,2023-08-22 11:15:00
889,"&apos;깡통전세부터 부당대출까지&apos; 부산경찰, 전세사기범 100여명 검거",A씨 등 <b>부동산</b> 컨설팅 조직원 56명은 2021년 1월부터 9월까지 수도권을 비롯한 전국 각지의 빌라와 오피스텔 등 <b>부동산</b> 53세대 매물을 이용해 &apos;동시진행에 의한 깡통전세&apos; 수법으로 전세보증금 122억 원을 가로채고 이... ,https://www.nocutnews.co.kr/news/5998294,https://www.nocutnews.co.kr/news/5998294,2023-08-22 11:14:00
890,중개 수수료 미납·세금 연체 속출...디폴트 우려 확산,중국 최대 <b>부동산</b>개발업체인 비구이위안(碧桂園·컨트리가든)이 촉발한 채무불이행(디폴트) 위기가 업계 전반으로 확산하면서 중개 수수료를 미납하고 세금을 연체하는 업체들이 속출하고 있다. 상업용 <b>부동산</b>의... ,http://news.heraldcorp.com/view.php?ud=20230822000325,http://news.heraldcorp.com/view.php?ud=20230822000325,2023-08-22 11:13:00
891,국회 기재위에 모두 모인 경제수장들[fn영상],"기재위는 이날 오전 전체회의를 열고 중국 <b>부동산</b>업계 채무불이행(디폴트) 우려에 따른 경제 불안과 잼버리 파행 사태, 양평 고속도로 예비타당성 조사 등 현안 질의를 진행했다. 회의에는 추경호 경제부총리 겸 기재부... ",http://www.fnnews.com/news/202308221108517072,http://www.fnnews.com/news/202308221108517072,2023-08-22 11:13:00
892,[아시아라운드업 8/22] 일본 기시다 총리 &quot;후쿠시마 원전 오염수 방류 24일 시...,"- 11개 정당은 하원 500석 중 314석을 차지하며, 프아타이당의 <b>부동산</b> 기업가 출신 세타 타위신이 22일 의회 총리 선출 투표에 단독 후보로 나섬. 촌난 스리깨우 프아타이당 대표는 세타 후보가 총리 선출에 필요한 충분한... ",http://kor.theasian.asia/archives/344298,http://kor.theasian.asia/archives/344298,2023-08-22 11:12:00
893,&apos;말 많고 탈 많은&apos; LH를 어찌할꼬 [김상철의 경제 톺아보기],현실로 옮겨진 것은 관련자 처벌과 임직원 <b>부동산</b> 보유 내역 의무공개 정도가 전부다. 전관예우 근절도 실효가 없었다. 2년 동안 전관 특혜 근절책으로 취업이 제한됐던 사례는 단 한 건뿐이었다. 이번에는 다를 수... ,http://www.sisajournal.com/news/articleView.html?idxno=270309,http://www.sisajournal.com/news/articleView.html?idxno=270309,2023-08-22 11:10:00
894,매매·전세 가격 양극화 심화,"윤지해 <b>부동산</b>R114 수석연구위원은 “지인, 가족 간 전세를 준 계약이 아닌 이상 지나치게 편차가 큰 거래는 선순위 담보 대출이 껴 있을 가능성이 있다”고 말했다. 고은결·",http://news.heraldcorp.com/view.php?ud=20230822000309,http://news.heraldcorp.com/view.php?ud=20230822000309,2023-08-22 11:10:00
895,"KB국민은행, 유니세프한국위원회와 기부문화 확산을 위한 &quot;기부신탁 업무협약...","&apos;KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ",http://www.newsworker.co.kr/news/articleView.html?idxno=217459,http://www.newsworker.co.kr/news/articleView.html?idxno=217459,2023-08-22 11:10:00
896,"&apos;500억 횡령&apos; 경남은행 직원 체포, 검찰 조사 뒤 구속영장 청구 검토",&lt;연합은행&gt; 이씨는 2007년부터 올해 4월까지 <b>부동산</b> 프로젝트파이낸싱(PF) 업무를 담당하며 약 15년 동안 560억 원가량을 횡령·유용한 혐의를 받는다. 검찰은 지난해 예금보험공사로부터 수사 의뢰를 받고... ,https://www.businesspost.co.kr/BP?command=article_view&num=324991,https://www.businesspost.co.kr/BP?command=article_view&num=324991,2023-08-22 11:10:00
897,수도권 아파트 회복세에 ‘수익형 <b>부동산</b>’ 곡소리,지식산업센터·오피스텔 거래량 ‘뚝’ 오피스텔 공급량·청약 경쟁률 급감 한때 아파트 대체재로 꼽히던 ‘수익형 <b>부동산</b>’들이 최근 투자자들에게 외면받고 있다. 올해 초 시작된 정부의 <b>부동산</b> 규제 완화와... ,https://www.ebn.co.kr/news/view/1589433/?sc=Naver,https://www.ebn.co.kr/news/view/1589433/?sc=Naver,2023-08-22 11:10:00
898,&quot;40년 호황 끝? 미국식 분석&quot;…경제위기론 진화 나서는 中,중국에선 <b>부동산</b>·금융 시장 충격이 확산하고 소비·생산·수출 등 핵심 지표가 모두 나빠졌다. 부채리스크가... 다만 중국 경제에 대해 <b>부동산</b> 버블 붕괴가 전체 경제위기로 전환하는 이른바 &apos;민스키 모먼트&apos;를 추종할지에... ,http://news.mt.co.kr/mtview.php?no=2023082210273990205,http://news.mt.co.kr/mtview.php?no=2023082210273990205,2023-08-22 11:10:00
899,"제일건설, 광주 첨단3지구 ‘첨단 제일풍경채’ 9월 분양","업계관계자는 “첨단산업단지는 대규모 생산 유발 효과는 기본이고 부가가치 유발, 일자리 창출 등 지역을 활성화시키는 장점이 있다”며 “일자리 창출이 기대되는 첨단산업단지가 들어서는 지역은 <b>부동산</b>시장에서... ",http://www.sentv.co.kr/news/view/665947,http://www.sentv.co.kr/news/view/665947,2023-08-22 11:10:00
900,"부산경찰청, 수백억 &apos;꿀꺽&apos; 전세사기 2개 조직·121명 검거",경찰에 따르면 <b>부동산</b> 컨설팅 A업체는 2021년부터 수도권을 비롯해 전국 각지의 빌라·오피스텔 매물에... 이들은 주로 <b>부동산</b> 시세에 어두운 사회초년생이나 다른 지역 거주자들을 대상으로 매매 시세보다 더 높은... ,http://www.newsis.com/view/?id=NISX20230822_0002421525&cID=10811&pID=10800,http://www.newsis.com/view/?id=NISX20230822_0002421525&cID=10811&pID=10800,2023-08-22 11:08:00
901,[빅데이터투데이] <b>부동산</b>신탁 2023년 8월 브랜드평판 랭킹... 1위 한국토지신...,"국내 <b>부동산</b>신탁 브랜드평판 2023년 8월 빅데이터 분석결과, 1위 한국토지신탁 2위 우리자산신탁 3위 한국자산신탁 순으로 분석됐다. ​ <b>부동산</b> 신탁회사는 경험과 자금이 없어 관리나 활용에 어려움을 겪는... ",http://www.fntoday.co.kr/news/articleView.html?idxno=299374,http://www.fntoday.co.kr/news/articleView.html?idxno=299374,2023-08-22 11:08:00
902,"체감물가 높고, 경기는 어렵고... 소비심리 6개월 만 하락","중국에선 <b>부동산</b> 리스크 등 부정적 뉴스들이 나오고 있다&quot;며 &quot;소비자들이 주요 2개국(G2)의 상반된 경기... 황 팀장은 &quot;지역은 아직 매매가격이 하락하는 곳도 있고, 고금리도 주택가격에 영향을 준다&quot;며 &quot;<b>부동산</b>시장... ",https://www.hankookilbo.com/News/Read/A2023082210020000801?did=NA,https://www.hankookilbo.com/News/Read/A2023082210020000801?did=NA,2023-08-22 11:08:00
903,"국토부, 외국인 <b>부동산</b> 투기 규제 강화...위탁관리인 지정 ‘의무화’","국토부, 외국인 <b>부동산</b> 투기 규제 강화 ‘<b>부동산</b> 거래신고법’ 시행령 등 개정안 시행 출입국기록·건강보험정보, 행정기관 요청 근거도 마련 국토건설교통부가 관계 법령을 개정해 외국인 <b>부동산</b> 투기 규제를 강화한다.... ",http://www.g-enews.com/ko-kr/news/article/news_all/2023082211052326230e6e8fd97b_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/2023082211052326230e6e8fd97b_1/article.html,2023-08-22 11:08:00
904,"한국자산관리공사, 국유 비상장증권 48개 기업 3,377억 원 규모 공매","금번 매각 대상 증권은 건설업 14개, 제조업 11개, 도ㆍ소매업 6개, 운수ㆍ창고업 5개, <b>부동산</b>업 5개, 기타 업종 7개 등 총 48개 기업이다. 그중 한밭산업(주), (주)엘지씨엔에스 및 (주)아라리오 등은 수익성 및 재무 상태가... ",https://idsn.co.kr/news/view/1065578119632602,https://idsn.co.kr/news/view/1065578119632602,2023-08-22 11:08:00
905,상반기 부산 신설법인 급감..8년 전보다 못 미쳐,"4% 감소했고, 지난 2015년 2천363개보다도 적은 것으로 나타났습니다. 업종별로는 금리 인상과 미분양 증가 등으로 업황 부진을 겪는 <b>부동산</b>업과 건설 관련업이 각각 57.3%, 37% 로 크게 줄었습니다.",https://busanmbc.co.kr/article/H0m5mXTGEl5WJI7kbS,https://busanmbc.co.kr/article/H0m5mXTGEl5WJI7kbS,2023-08-22 11:06:00
906,"중흥토건, 내달 부산서 ‘중흥S-클래스 에코델타시티’ 분양 [집슐랭]",만큼 에코델타시티를 대표하는 랜드마크가 될 수 있도록 최선을 다하겠다”고 말했다. *‘집슐랭 연재’ 구독을 하시면 <b>부동산</b> 시장 및 재테크와 관련한 유익한 정보를 실시간으로 생생하게 전달받으실 수 있습니다.,https://www.sedaily.com/NewsView/29TI8H9G2Z,https://www.sedaily.com/NewsView/29TI8H9G2Z,2023-08-22 11:06:00
907,"중국발 경제 위기, 국내 소비자 경기 인식에도 악영향…6개월 만에 하락","수출 부진, <b>부동산</b> 기업 파산 신청 등 최근 중국 경제 위기 소식이 전해지면서 국내 소비자들이 경기 상황을 안 좋게 보고 있는 것으로 나타났다. 국내 체감 물가 수준이 여전히 높고, 반도체 업계 불황의 장기화로... ",https://www.newsquest.co.kr/news/articleView.html?idxno=209808,https://www.newsquest.co.kr/news/articleView.html?idxno=209808,2023-08-22 11:06:00
908,"강릉시, 독지가로부터 토지 기부채납 받아",기부채납은 <b>부동산</b>과 그 종물 등의 재산을 무상으로 국가나 지방자치단체에 소유권 이전하고 국가나 지방자치단체가 이를 취득하는 것으로 시는 기부채납할 토지에 대한 공유재산 취득 절차를 거치기 위해 지난 17일... ,https://www.nspna.com/news/?mode=view&newsid=654333,https://www.nspna.com/news/?mode=view&newsid=654333,2023-08-22 11:06:00
909,"&apos;기준금리 찔끔 인하&apos; 中, 대규모 경기 부양책 꺼리는 이유 셋","중국 경제가 디플레이션(물가 하락), <b>부동산</b> 기업 디폴트(채무불이행)로 불황에 빠질 것이란 우려가... 예컨대 <b>부동산</b> 디폴트의 경우 중국 정부가 한 기업을 구제할 경우 도덕적 해이로 부채 미상환이 연쇄적으로 발생할... ",https://view.asiae.co.kr/article/2023082209551204729,https://view.asiae.co.kr/article/2023082209551204729,2023-08-22 11:06:00
910,"예산군, ‘취득세 비과세·감면 사후 점검’ 일제 조사","22일 군에 따르면, 이번 일제 조사는 2019년부터 2022년 내 <b>부동산</b> 및 차량을 취득하고 취득세 비과세·감면을 받은 1만 3425건을 대상으로 진행됐으며, 군은 사후 점검 결과 비과세·감면목적에 부합하지 않는 88건을 찾아... ",https://www.ekn.kr/web/view.php?key=20230822010005451,https://www.ekn.kr/web/view.php?key=20230822010005451,2023-08-22 11:06:00
911,"부산경찰청 강력범죄수사대, 전세사기 2개 조직 121명 검거","챙긴 <b>부동산</b> 컨설팅 조직원 56명(1명 구속), 허위의 전세계약서·재직증명서 등을 이용해 금융기관으로부터... 접근, <b>부동산</b> 시세에 어두운 사회초년생, 타지역 거주자들을 대상으로 매매시세보다도 더 높은 금액으로... ",http://www.lawissue.co.kr/view.php?ud=2023082208570642859a8c8bf58f_12,http://www.lawissue.co.kr/view.php?ud=2023082208570642859a8c8bf58f_12,2023-08-22 11:06:00
912,채권 전문가 92% &quot;8월 금통위 기준금리 동결 예상&quot;,환율 BMSI는 93.0으로 환율 관련 채권시장 심리는 전월(99.0) 대비 소폭 악화됐다. 미국 국채금리 급등 및 중국 <b>부동산</b> 위기가 달러 강세 재료로 작용해 9월 환율상승 응답자가 증가한 것으로 나타났다. 뉴데일리 김민아,https://biz.newdaily.co.kr/site/data/html/2023/08/22/2023082200084.html,https://biz.newdaily.co.kr/site/data/html/2023/08/22/2023082200084.html,2023-08-22 11:06:00
913,"KB국민은행, 유니세프한국위와 기부신탁 업무협약","KB위대한유산 기부신탁은 기부자가 금전·<b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고, 사후에는 신탁계약에 따라 학교·병원·구호단체 등 기부처에 그 재산을 기부할 수 있도록 설계된 상품입니다.... ",https://www.inthenews.co.kr/news/article.html?no=56323,https://www.inthenews.co.kr/news/article.html?no=56323,2023-08-22 11:06:00
914,"부산 상반기 창업시장 &apos;꽁꽁&apos;, 8년 전으로 뒷걸음","4% 감소 가계소비 위축과 고물가, 에너지 가격 부담 등 악재 건설·유통·<b>부동산</b>임대업 등 대부분 법인신설... 특히, 금리인상, <b>부동산</b>시장 자금이탈, 미분양 증가로 업황 부진을 겪고 있는 <b>부동산</b>업이 57.3%로 가장 많이... ",https://www.nocutnews.co.kr/news/5998286,https://www.nocutnews.co.kr/news/5998286,2023-08-22 11:06:00
915,소비심리 반년 만에 꺾여...높은 체감물가 영향 [권영훈의 증시뉴스 PICK],"한편 <b>부동산</b> 경기 회복 기대에 주택가격전망지수가 9개월 연속 상승했고, 시중금리가 오르면서 금리수준전망지수도 두달째 올랐습니다. ◆ 채권전문가 10명 중 9명 &quot;24일 금리동결&quot; 예상 두번째 뉴스픽입니다. 채권전문가... ",https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308220100&t=NNv,https://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308220100&t=NNv,2023-08-22 11:05:00
916,"[이호 기자의 마켓ON]현대트랜시스, 반 년 만에 최대 2000억 원 규모 회사채 ...",2019년 1월 (구)현대파워텍 흡수 합병해 자동 변속기까지 사업 영역을 확대했다. 위탁관리 <b>부동산</b> 투자사인 제이알글로벌리츠도 다음 달 8일 1.5년물로 1000억 원 규모의 회사채를 발행한다.,https://www.donga.com/news/Economy/article/all/20230822/120803746/1,https://www.donga.com/news/Economy/article/all/20230822/120803746/1,2023-08-22 11:05:00
917,"김경진, 보유 <b>부동산</b> 3채 가격은 16억…아내에 빌라 선물까지","개그맨 김경진이 빌라와 아파트 등 보유한 <b>부동산</b>만 3채라고 밝힌다. 22일 밤 방송되는 티캐스트 E채널... 특히 보유한 <b>부동산</b> 가액은 16억원이 넘었다. 경기 김포시에 있는 7억원대 아파트 한 채, 서울 용산구 이태원동... ",http://news.mt.co.kr/mtview.php?no=2023082210385781762,http://news.mt.co.kr/mtview.php?no=2023082210385781762,2023-08-22 11:04:00
918,"KB국민은행, 유니세프한국위원회와 유산 기부문화 확산 업무협약",KB위대한유산 기부신탁은 기부자가 금전·<b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교·병원·구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ,http://www.insightkorea.co.kr/news/articleView.html?idxno=117143,http://www.insightkorea.co.kr/news/articleView.html?idxno=117143,2023-08-22 11:04:00
919,"올해 상반기 부산 신설법인, 8년 전으로 뒷걸음","특히 금리 인상, <b>부동산</b>시장 자금이탈, 미분양 증가 등으로 업황 부진을 겪는 <b>부동산</b>업과 건설 관련업이 각각 큰 폭으로 줄었다. 엔데믹으로 인해 희비가 나뉜 업종도 있었다. 지난 3월 방역완화 이후 배달업 등 소규모... ",https://www.sedaily.com/NewsView/29TI8QGHP9,https://www.sedaily.com/NewsView/29TI8QGHP9,2023-08-22 11:04:00
920,"채권전문가 92% &quot;한은, 8월 금통위서 기준금리 동결&quot; 예상",이들은 미국 국채 금리 급등과 중국 <b>부동산</b> 위기가 달러 강세 재료로 작용할 것으로 판단했다.이 같은 조사 결과를 토대로 산출한 9월 채권시장 종합 지표(BMSI)는 91.2로 전월과 동일했다.설문 문항에 대한 응답을 통해... ,https://www.viva100.com/main/view.php?key=20230822010006037,https://www.viva100.com/main/view.php?key=20230822010006037,2023-08-22 11:04:00
921,美 실질금리 상승세…달러-원 영향은,최근 달러-원은 중국 <b>부동산</b>부문을 둘러싼 우려와 미국채 금리 상승 등을 반영하며 올랐다. 특히 시장은 미국 실질금리 상승세에 주목했다. 미국 금리가 인플레이션보다 더 높아질 수 있다는 관측에 미국 실질금리가... ,https://news.einfomax.co.kr/news/articleView.html?idxno=4278154,https://news.einfomax.co.kr/news/articleView.html?idxno=4278154,2023-08-22 11:02:00
922,"국민은행, 유니세프한국위원회와 기부문화 확산 위한 &apos;기부신탁 업무협약&apos; 체...","&apos;KB위대한유산 기부신탁&apos;은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다. 국민은행은... ",https://www.dailysmart.co.kr/news/articleView.html?idxno=76515,https://www.dailysmart.co.kr/news/articleView.html?idxno=76515,2023-08-22 11:02:00
923,인천 주택 매매가 소폭 상승세 지속,이투데이=김재학 기자 | 인천시 7월 <b>부동산</b>시장 동향 보고서 공개 인천광역시 주택 매매가격이 전국 평균보다 높게 오르고 있는 것으로 나타났다. 22일 인천시는 한국<b>부동산</b>원에서 발표하는 <b>부동산</b>통계를 기초로 7월... ,https://www.etoday.co.kr/news/view/2276990,https://www.etoday.co.kr/news/view/2276990,2023-08-22 11:02:00
924,"KB국민은행, 유니세프한국위원회와 ‘기부신탁 업무협약’","‘KB위대한유산 기부신탁’은 기부자가 금전, <b>부동산</b> 등 재산을 은행에 신탁해 생전에는 신탁재산을 관리하고 사후에는 신탁계약에 따라 학교, 병원, 구호단체 등의 기부처에 그 재산을 기부할 수 있는 상품이다.... ",http://www.insnews.co.kr/design_php/news_view.php?num=75500&firstsec=1&secondsec=17,http://www.insnews.co.kr/design_php/news_view.php?num=75500&firstsec=1&secondsec=17,2023-08-22 11:02:00
925,신용불량 바지명의자 세우고 은행까지 속여…전세사기 조직원 121명 검거,<b>부동산</b> 정보에 취약한 사회초년생들에게 접근해 바지 명의자를 내세워 깡통전세 수법으로 100억원 이상의... 부산경찰청 강력범죄수사대는 사기 등 혐의로 전세 보증금을 편취한 <b>부동산</b> 컨설팅 조직원 56명과 전세... ,https://www.news1.kr/articles/5146935,https://www.news1.kr/articles/5146935,2023-08-22 11:01:00
926,"고양 아파트값 회복 속도, 재건축 컨설팅 호재에도 경기도서 느려","지난 17일, KB국민은행의 KB<b>부동산</b> 통계에 따르면 7월말 현재 경기도 평균 아파트값은 전월에 비해 0.19... 7월말 기준 고양시 아파트값 하락률(0.51%)은 KB<b>부동산</b> 통계대상 지역인 경기도 21개 시·군 중에서 가장 높은... ",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002954705&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002954705&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news,2023-08-22 11:01:00
927,전세보증금·전세대출금 편취 일당 121명 적발…85건 179억 편취,"이어 <b>부동산</b> 시세에 어두운 사회초년생, 타 지역 거주자 등을 대상으로 시세보다 높은 금액으로 전세계약을 체결하고 바지 명의자에게 소유권과 전세금 반환의무를 떠넘겼다. 이같은 수법으로 53채의 전세보증금... ",https://www.khan.co.kr/national/incident/article/202308221100001,https://www.khan.co.kr/national/incident/article/202308221100001,2023-08-22 11:01:00
928,노후주택 비율 높은 용인시에 들어서는 &apos;용인 센트레빌 그리니에&apos; 분양 중,"<b>부동산</b>R114 자료에 따르면, 8월 1주 차 기준 수도권 아파트 595만 723가구 중 입주 15년 이상 된 노후 단지는 약 64.59%(384만 3,691가구)에 달한다. 절반 이상이 입주 15년 이상의 노후 아파트인 셈이다. 일례로 경기도... ",http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308220106&t=NN,http://www.wowtv.co.kr/NewsCenter/News/Read?articleId=A202308220106&t=NN,2023-08-22 11:01:00
929,"올인원 아파트 &apos;제일풍경채 계양 위너스카이&apos;, 높은 생활편의성 기대",제일풍경채 계양 위너스카이 투시도 다양한 인프라를 편리하게 이용할 수 있는 아파트들은 <b>부동산</b> 시장에서 스테디 셀러로 꼽힌다. 입지에 따라 선호도 편차가 큰 <b>부동산</b> 상품은 특히 주변 인프라의 영향을 많이... ,https://www.ksilbo.co.kr/news/articleView.html?idxno=977978,https://www.ksilbo.co.kr/news/articleView.html?idxno=977978,2023-08-22 11:00:00
